hour,user_3,user_4,user_5,user_6
2013-04-18 18,26.493599,1.4887629,110.772354,39.634148
2013-04-18 19,29.871977,1.491525,133.63821,45.121952
2013-04-18 20,33.605976,1.7376195,156.50406,47.560974
2013-04-18 21,27.204836,2.3892267,157.01219,51.219513
2013-04-18 22,32.479023,1.7376195,147.35773,59.451218
2013-04-18 23,20.44808,1.7376195,114.32927,49.695118
2013-04-19 00,18.669987,1.4624287,90.955284,41.463413
2013-04-19 01,17.958748,1.7376195,83.84146,34.451218
2013-04-19 02,17.42532,1.7376195,75.203255,29.878048
2013-04-19 03,17.603128,1.7376195,63.516262,42.27369
2013-04-19 04,17.42532,1.7376195,75.71138,30.182926
2013-04-19 05,18.314367,1.7376195,72.15447,43.109745
2013-04-19 06,20.625889,1.7376195,58.94309,27.134146
2013-04-19 07,32.53912,1.7376195,104.475975,43.55139
2013-04-19 08,32.404568,1.7376195,86.89024,33.536587
2013-04-19 09,19.914652,1.7376195,85.36585,33.23171
2013-04-19 10,31.29445,1.7376195,79.77642,31.40244
2013-04-19 11,29.694168,1.7376195,71.138214,42.90579
2013-04-19 12,30.583216,1.7376195,83.84146,34.451218
2013-04-19 13,30.227596,1.7376195,68.08943,32.621952
2013-04-19 14,30.227596,1.7376195,55.386177,35.060974
2013-04-19 15,29.51636,1.7376195,76.727646,35.365852
2013-04-19 16,28.627312,1.954822,84.349594,43.16243
2013-04-19 17,28.80512,1.4617538,102.97645,33.23171
2013-04-19 18,29.51636,2.3892267,104.15165,37.5
2013-04-19 19,32.005688,3.040834,105.48306,50.30488
2013-04-19 20,33.605976,3.6924415,134.14635,44.39561
2013-04-19 21,28.627312,3.475239,159.04471,58.841465
2013-04-19 22,24.537695,2.8236315,137.70325,64.02439
2013-04-19 23,32.470676,1.954822,108.73984,62.5
2013-04-20 00,20.981508,1.5200793,98.57723,54.57317
2013-04-20 01,20.09246,1.7376195,81.808945,37.80488
2013-04-20 02,19.381224,1.4904933,82.31707,32.621952
2013-04-20 03,19.203413,1.7376195,68.597565,43.046917
2013-04-20 04,32.688812,1.7376195,73.17073,29.878048
2013-04-20 05,19.914652,1.7376195,60.97561,29.878048
2013-04-20 06,32.248295,1.7376195,58.43496,29.573172
2013-04-20 07,32.275364,1.7376195,104.509026,43.706364
2013-04-20 08,27.916075,1.7376195,78.76016,37.19512
2013-04-20 09,35.73969,1.7376195,89.939026,37.19512
2013-04-20 10,37.69559,1.7376195,94.00407,42.378048
2013-04-20 11,38.22902,1.7376195,111.78862,41.463413
2013-04-20 12,38.22902,1.7376195,104.1354,36.280487
2013-04-20 13,36.628735,1.7376195,106.19919,42.93473
2013-04-20 14,32.314312,1.7376195,105.18293,39.634148
2013-04-20 15,32.376072,1.7376195,103.91162,42.987804
2013-04-20 16,30.405403,1.7376195,95.52846,30.792683
2013-04-20 17,29.871977,1.7376195,86.38211,35.97561
2013-04-20 18,35.73969,1.7376195,106.19919,42.956375
2013-04-20 19,32.618263,1.7376195,135.1626,35.67073
2013-04-20 20,38.22902,1.4826937,125.50814,42.682926
2013-04-20 21,32.716927,1.7376195,105.572685,51.52439
2013-04-20 22,32.23137,1.7376195,136.17886,44.09732
2013-04-20 23,23.29303,1.3032146,102.693634,43.220337
2013-04-21 00,21.337126,1.7376195,103.90362,53.048782
2013-04-21 01,20.09246,1.7376195,92.479675,43.54197
2013-04-21 02,19.381224,1.4964677,83.333336,35.365852
2013-04-21 03,19.203413,1.7376195,101.29099,30.792683
2013-04-21 04,19.203413,1.7376195,77.743904,29.878048
2013-04-21 05,20.27027,1.7376195,71.64634,31.40244
2013-04-21 06,20.625889,1.7376195,54.878048,43.011314
2013-04-21 07,21.514936,1.7376195,64.532524,42.600742
2013-04-21 08,26.493599,1.7376195,103.24878,27.134146
2013-04-21 09,34.85064,1.7376195,101.626015,43.03723
2013-04-21 10,37.69559,1.3032146,106.0389,41.463413
2013-04-21 11,38.406826,1.7376195,137.70325,44.014305
2013-04-21 12,32.76085,1.7376195,129.06505,42.682926
2013-04-21 13,32.478344,1.954822,110.772354,37.5
2013-04-21 14,33.072548,2.606429,104.03704,40.243904
2013-04-21 15,30.405403,2.606429,103.18857,35.365852
2013-04-21 16,28.093884,2.606429,78.25203,28.658537
2013-04-21 17,32.463863,2.606429,77.23577,26.829268
2013-04-21 18,32.642075,2.8236315,78.25203,31.707317
2013-04-21 19,32.338993,1.4688582,92.479675,41.76829
2013-04-21 20,35.56188,1.5170189,128.55692,42.771847
2013-04-21 21,29.871977,2.606429,144.30894,44.010094
2013-04-21 22,24.715506,2.606429,132.62195,52.43903
2013-04-21 23,32.28924,2.1720243,118.902435,62.80488
2013-04-22 00,20.625889,1.7376195,106.19919,43.292683
2013-04-22 01,19.914652,1.7376195,101.28957,33.23171
2013-04-22 02,18.847794,1.7376195,80.28455,31.707317
2013-04-22 03,18.847794,1.7376195,73.17073,28.353659
2013-04-22 04,18.847794,1.7376195,101.39928,29.878048
2013-04-22 05,20.09246,1.7376195,67.07317,30.487804
2013-04-22 06,22.226173,1.472626,102.64799,43.897877
2013-04-22 07,34.672832,1.7376195,106.32827,43.37148
2013-04-22 08,36.628735,1.4534333,103.74628,37.19512
2013-04-22 09,31.116644,1.7376195,79.268295,40.853657
2013-04-22 10,29.694168,1.7376195,105.43435,43.085133
2013-04-22 11,31.116644,1.7376195,80.79269,35.365852
2013-04-22 12,30.938831,1.7376195,103.82011,39.634148
2013-04-22 13,29.338549,1.7376195,104.05215,38.719513
2013-04-22 14,28.093884,1.7376195,66.56504,41.463413
2013-04-22 15,25.782362,1.7376195,70.12195,32.92683
2013-04-22 16,28.627312,2.606429,75.71138,30.182926
2013-04-22 17,32.41938,1.4730427,79.77642,35.67073
2013-04-22 18,29.16074,1.4891412,94.51219,39.32927
2013-04-22 19,35.73969,1.4902211,119.9187,44.207317
2013-04-22 20,39.473682,2.3892267,126.01626,52.134148
2013-04-22 21,32.38057,2.3892267,160.5691,43.858868
2013-04-22 22,26.493599,1.7376195,126.01626,43.173206
2013-04-22 23,23.29303,1.7376195,111.28049,56.40244
2013-04-23 00,20.803698,1.7376195,91.46342,41.15854
2013-04-23 01,32.389977,1.7376195,103.798836,43.911697
2013-04-23 02,18.847794,1.7376195,75.203255,42.619667
2013-04-23 03,19.203413,1.7376195,68.08943,29.878048
2013-04-23 04,32.45707,1.7376195,77.23577,29.268293
2013-04-23 05,20.625889,1.520417,66.56504,30.182926
2013-04-23 06,32.55023,1.520417,62.5,25.304878
2013-04-23 07,35.73969,1.7376195,84.85773,31.40244
2013-04-23 08,32.266575,1.4859765,80.28455,33.841465
2013-04-23 09,33.78378,1.7376195,104.59578,43.437595
2013-04-23 10,32.894737,1.4779721,76.21951,31.09756
2013-04-23 11,30.227596,1.954822,105.16986,43.404205
2013-04-23 12,30.761023,2.1720243,87.39838,34.756096
2013-04-23 13,27.738264,1.954822,81.30081,39.02439
2013-04-23 14,27.382647,1.529007,76.727646,42.987804
2013-04-23 15,26.493599,1.7376195,76.21951,36.890244
2013-04-23 16,27.560455,1.7376195,72.15447,37.5
2013-04-23 17,32.73406,1.7376195,86.89024,33.536587
2013-04-23 18,37.51778,1.7376195,97.560974,37.5
2013-04-23 19,39.473682,1.7376195,129.57317,46.646343
2013-04-23 20,40.71835,1.7376195,144.30894,48.17073
2013-04-23 21,36.806545,2.606429,139.22765,57.621952
2013-04-23 22,29.338549,1.954822,141.7683,44.16262
2013-04-23 23,26.13798,1.4752891,104.6748,48.17073
2013-04-24 00,22.048365,1.7376195,82.31707,41.76829
2013-04-24 01,20.625889,1.7376195,102.483574,32.92683
2013-04-24 02,19.914652,1.7376195,81.30081,30.792683
2013-04-24 03,19.381224,1.7376195,76.21951,28.353659
2013-04-24 04,19.381224,1.7376195,81.808945,29.573172
2013-04-24 05,20.625889,1.4588885,80.79269,32.621952
2013-04-24 06,32.808697,1.7376195,103.185165,25.304878
2013-04-24 07,36.628735,1.7376195,83.333336,28.963415
2013-04-24 08,38.22902,1.5358665,84.85773,42.375687
2013-04-24 09,32.538822,1.7376195,87.9065,42.487396
2013-04-24 10,34.495018,1.7376195,77.23577,32.317074
2013-04-24 11,32.204414,1.7376195,66.56504,42.179016
2013-04-24 12,34.31721,1.7376195,93.49593,34.756096
2013-04-24 13,30.049788,1.7376195,85.873985,29.268293
2013-04-24 14,29.871977,1.7376195,85.36585,30.487804
2013-04-24 15,32.619377,1.5024905,82.31707,30.182926
2013-04-24 16,30.227596,1.7376195,104.888115,43.449234
2013-04-24 17,34.672832,1.7376195,103.57049,28.353659
2013-04-24 18,34.672832,1.7376195,95.020325,30.487804
2013-04-24 19,38.406826,2.3892267,113.82114,43.617657
2013-04-24 20,32.326756,1.7376195,127.032524,46.036587
2013-04-24 21,34.85064,1.7376195,134.65446,59.756096
2013-04-24 22,30.761023,1.7376195,133.63821,43.404434
2013-04-24 23,27.382647,1.5156614,116.361786,52.743904
2013-04-25 00,32.3418,1.4708066,103.708954,43.717453
2013-04-25 01,21.870554,1.7376195,90.44715,43.2149
2013-04-25 02,20.803698,1.7376195,104.558846,44.046673
2013-04-25 03,32.45193,1.7376195,83.333336,43.16897
2013-04-25 04,20.803698,1.7376195,103.36272,31.40244
2013-04-25 05,22.226173,1.7376195,72.15447,42.28675
2013-04-25 06,24.182077,1.7376195,61.99187,42.61632
2013-04-25 07,32.420975,1.7376195,70.63008,27.439024
2013-04-25 08,33.428165,1.7376195,83.333336,35.060974
2013-04-25 09,38.406826,1.954822,90.955284,29.573172
2013-04-25 10,38.762447,1.7376195,95.52846,42.956074
2013-04-25 11,38.05121,1.4804299,107.72358,36.280487
2013-04-25 12,37.873398,1.7376195,104.95534,43.78377
2013-04-25 13,35.917496,1.7376195,98.57723,43.14889
2013-04-25 14,32.37498,2.3892267,104.76513,43.936626
2013-04-25 15,27.916075,1.7376195,103.571686,31.707317
2013-04-25 16,27.204836,1.5029718,94.00407,43.021442
2013-04-25 17,27.382647,1.7376195,101.581245,28.353659
2013-04-25 18,33.25035,1.7376195,98.57723,29.573172
2013-04-25 19,36.273117,1.4784074,104.051025,35.060974
2013-04-25 20,35.73969,1.7376195,131.6057,43.21697
2013-04-25 21,29.871977,1.4735548,143.29268,56.09756
2013-04-25 22,32.68134,1.7376195,104.974335,44.06541
2013-04-25 23,23.64865,1.7376195,117.88618,43.046234
2013-04-26 00,32.587456,1.7376195,101.626015,45.42683
2013-04-26 01,19.914652,1.4546447,101.75186,37.5
2013-04-26 02,19.203413,1.7376195,83.84146,29.573172
2013-04-26 03,32.470165,1.7376195,72.15447,29.573172
2013-04-26 04,19.203413,1.7376195,103.13176,29.878048
2013-04-26 05,20.44808,1.7376195,68.08943,29.878048
2013-04-26 06,22.759602,1.7376195,101.71845,25.0
2013-04-26 07,33.605976,1.7376195,104.70808,28.963415
2013-04-26 08,32.349976,1.3032146,104.09333,39.02439
2013-04-26 09,35.02845,1.7376195,85.873985,32.92683
2013-04-26 10,33.428165,1.7376195,94.00407,37.80488
2013-04-26 11,33.78378,1.4830577,88.414635,39.02439
2013-04-26 12,32.55523,1.7376195,100.10162,40.243904
2013-04-26 13,29.16074,1.7376195,97.05285,42.738106
2013-04-26 14,27.738264,1.7376195,82.8252,33.23171
2013-04-26 15,32.334553,1.7376195,82.31707,31.09756
2013-04-26 16,32.454865,1.7376195,95.020325,36.890244
2013-04-26 17,25.96017,1.7376195,97.05285,36.280487
2013-04-26 18,30.938831,1.7376195,107.21545,38.109756
2013-04-26 19,31.29445,1.7376195,127.54066,34.756096
2013-04-26 20,32.480305,2.606429,150.40651,38.414635
2013-04-26 21,32.461517,1.7376195,147.86586,55.182926
2013-04-26 22,24.004267,1.7376195,126.01626,54.57317
2013-04-26 23,22.581793,1.4765233,115.34553,43.45607
2013-04-27 00,32.42057,1.4981896,102.64227,51.219513
2013-04-27 01,20.625889,1.7376195,90.955284,39.32927
2013-04-27 02,19.736841,1.7376195,77.23577,30.487804
2013-04-27 03,19.736841,1.7376195,69.10569,30.487804
2013-04-27 04,19.203413,1.7376195,67.5813,30.182926
2013-04-27 05,32.303246,1.5165131,64.02439,29.878048
2013-04-27 06,22.226173,1.7376195,53.86179,42.41193
2013-04-27 07,32.25108,1.7376195,71.138214,43.159954
2013-04-27 08,27.560455,1.7376195,88.414635,27.439024
2013-04-27 09,32.441723,1.4581558,97.560974,30.487804
2013-04-27 10,36.273117,1.7376195,104.29457,28.658537
2013-04-27 11,35.73969,1.7376195,96.544716,42.40643
2013-04-27 12,36.095306,1.7376195,105.00529,32.621952
2013-04-27 13,35.56188,1.3032146,99.5935,31.09756
2013-04-27 14,34.672832,1.7376195,105.18293,39.939026
2013-04-27 15,31.472263,1.7376195,117.88618,39.634148
2013-04-27 16,27.738264,1.7376195,113.31301,35.67073
2013-04-27 17,27.204836,1.7376195,97.560974,33.23171
2013-04-27 18,32.335052,1.7376195,111.28049,32.317074
2013-04-27 19,32.894737,2.1720243,133.63821,39.02439
2013-04-27 20,32.373688,2.606429,136.17886,44.512196
2013-04-27 21,28.449503,3.040834,158.53659,55.182926
2013-04-27 22,24.004267,2.606429,137.19513,53.353657
2013-04-27 23,23.470839,1.7376195,119.41057,43.842144
2013-04-28 00,21.337126,1.4702078,101.626015,44.207317
2013-04-28 01,20.09246,1.7376195,87.39838,38.414635
2013-04-28 02,19.736841,1.7376195,76.727646,32.317074
2013-04-28 03,32.183723,1.7376195,67.5813,28.963415
2013-04-28 04,19.381224,1.7376195,64.532524,27.743902
2013-04-28 05,20.981508,1.7376195,60.97561,28.963415
2013-04-28 06,21.692745,1.7376195,50.30488,24.390244
2013-04-28 07,21.870554,1.4954017,61.99187,22.560976
2013-04-28 08,25.604551,1.7376195,78.25203,26.829268
2013-04-28 09,32.005688,1.7376195,100.60976,26.524391
2013-04-28 10,32.48684,1.3032146,99.085365,37.5
2013-04-28 11,37.69559,1.0860121,146.34146,40.853657
2013-04-28 12,37.873398,1.7376195,147.86586,46.951214
2013-04-28 13,32.59594,2.606429,104.81035,43.81573
2013-04-28 14,32.1835,2.606429,105.18618,42.378048
2013-04-28 15,29.16074,2.606429,97.560974,42.734047
2013-04-28 16,27.027027,1.4676684,89.939026,28.353659
2013-04-28 17,27.560455,1.4641316,103.33967,43.058384
2013-04-28 18,29.871977,2.606429,82.8252,43.452206
2013-04-28 19,32.005688,3.2580364,110.772354,32.92683
2013-04-28 20,35.02845,3.6924415,119.9187,36.890244
2013-04-28 21,31.472263,3.475239,143.29268,60.060974
2013-04-28 22,25.426743,3.475239,144.30894,44.17337
2013-04-28 23,23.29303,1.954822,126.52439,51.82927
2013-04-29 00,32.49343,1.5212013,94.51219,43.469585
2013-04-29 01,20.09246,1.7376195,87.39838,35.67073
2013-04-29 02,19.381224,1.7376195,82.31707,32.317074
2013-04-29 03,19.203413,1.7376195,75.203255,28.658537
2013-04-29 04,19.203413,1.7376195,67.07317,29.878048
2013-04-29 05,20.981508,1.5059987,61.483738,31.09756
2013-04-29 06,24.004267,1.7376195,53.353657,25.609756
2013-04-29 07,36.628735,1.5144191,78.76016,31.09756
2013-04-29 08,32.52134,1.7376195,103.29874,35.97561
2013-04-29 09,33.961594,1.5231348,80.79269,42.15196
2013-04-29 10,36.095306,1.4985418,79.268295,36.890244
2013-04-29 11,29.694168,1.5337343,77.743904,42.682926
2013-04-29 12,32.3918,1.7376195,82.8252,38.109756
2013-04-29 13,28.982931,1.7376195,80.79269,34.146343
2013-04-29 14,28.271692,1.7376195,66.05691,34.451218
2013-04-29 15,25.426743,1.7376195,78.25203,39.02439
2013-04-29 16,24.715506,1.7376195,103.10348,37.5
2013-04-29 17,32.299362,2.3892267,81.808945,43.49613
2013-04-29 18,30.583216,2.606429,98.57723,43.292683
2013-04-29 19,35.73969,2.8236315,121.95122,43.292683
2013-04-29 20,36.806545,3.475239,137.19513,50.0
2013-04-29 21,32.67308,3.2580364,105.55739,60.67073
2013-04-29 22,24.715506,2.8236315,103.738014,43.427486
2013-04-29 23,23.115221,1.7376195,107.21545,52.743904
2013-04-30 00,20.625889,1.7376195,103.95294,42.07317
2013-04-30 01,19.914652,1.4599252,77.23577,31.707317
2013-04-30 02,19.025604,1.4957671,73.67886,29.573172
2013-04-30 03,19.381224,1.7376195,76.21951,42.737457
2013-04-30 04,19.203413,1.7376195,76.727646,28.658537
2013-04-30 05,20.803698,1.7376195,67.5813,30.792683
2013-04-30 06,23.470839,1.7376195,104.90219,43.48788
2013-04-30 07,35.384068,1.7376195,73.17073,29.573172
2013-04-30 08,37.339973,1.7376195,103.65499,35.365852
2013-04-30 09,29.694168,1.3032146,81.808945,29.573172
2013-04-30 10,32.210503,1.7376195,74.18699,32.317074
2013-04-30 11,32.673676,1.7376195,75.71138,33.841465
2013-04-30 12,27.382647,1.3032146,75.203255,33.841465
2013-04-30 13,26.849218,1.5341624,74.18699,42.46747
2013-04-30 14,31.116644,2.1720243,66.05691,36.890244
2013-04-30 15,26.493599,2.1720243,104.58115,43.96087
2013-04-30 16,26.671408,2.606429,72.15447,40.243904
2013-04-30 17,27.382647,2.8236315,82.8252,35.060974
2013-04-30 18,32.36131,1.4762739,95.020325,38.109756
2013-04-30 19,34.85064,2.3892267,121.44309,46.341465
2013-04-30 20,32.5522,2.8236315,128.04878,42.987804
2013-04-30 21,32.689335,3.040834,155.48781,44.515526
2013-04-30 22,25.426743,3.040834,139.22765,70.731705
2013-04-30 23,32.221073,1.7376195,109.24797,58.23171
2013-05-01 00,21.337126,1.7376195,103.17945,46.951214
2013-05-01 01,32.546764,1.7376195,80.28455,35.060974
2013-05-01 02,19.381224,1.7376195,75.203255,31.40244
2013-05-01 03,19.736841,1.7376195,74.69512,28.353659
2013-05-01 04,19.736841,1.7376195,77.23577,42.482254
2013-05-01 05,32.398865,1.7376195,68.08943,42.48684
2013-05-01 06,22.048365,1.7376195,55.386177,23.170732
2013-05-01 07,22.93741,1.7376195,64.02439,42.437504
2013-05-01 08,26.493599,1.7376195,83.333336,25.914635
2013-05-01 09,34.139404,1.486929,104.6748,27.743902
2013-05-01 10,32.60083,1.7376195,105.691055,32.92683
2013-05-01 11,38.406826,1.3032146,126.01626,44.207317
2013-05-01 12,38.584637,1.520417,105.239975,43.556175
2013-05-01 13,34.31721,1.4641345,104.23515,32.92683
2013-05-01 14,30.583216,1.7376195,116.86992,35.67073
2013-05-01 15,28.271692,1.7376195,114.32927,38.414635
2013-05-01 16,32.661526,1.4912571,94.00407,35.365852
2013-05-01 17,27.738264,2.3892267,92.479675,34.146343
2013-05-01 18,32.5939,2.3892267,103.150406,34.146343
2013-05-01 19,35.73969,3.040834,112.80488,36.280487
2013-05-01 20,32.40643,2.606429,113.82114,43.219128
2013-05-01 21,33.428165,2.606429,143.29268,62.5
2013-05-01 22,27.382647,2.606429,146.34146,63.109756
2013-05-01 23,25.071123,1.7376195,103.060936,44.512196
2013-05-02 00,22.226173,1.7376195,99.5935,39.02439
2013-05-02 01,20.625889,1.7376195,87.39838,34.451218
2013-05-02 02,32.498753,1.7376195,78.76016,42.6069
2013-05-02 03,19.559032,1.7376195,72.662605,29.573172
2013-05-02 04,19.736841,1.520417,73.17073,28.353659
2013-05-02 05,22.048365,1.3032146,103.78276,43.729233
2013-05-02 06,25.426743,1.7376195,59.95935,23.475607
2013-05-02 07,36.806545,1.520417,83.84146,28.658537
2013-05-02 08,38.22902,1.5123659,100.10162,35.67073
2013-05-02 09,35.73969,1.3032146,105.691055,32.621952
2013-05-02 10,36.273117,1.7376195,84.349594,42.980335
2013-05-02 11,36.095306,1.7376195,81.808945,33.841465
2013-05-02 12,30.405403,1.7376195,84.349594,42.923298
2013-05-02 13,29.16074,1.520417,82.8252,31.09756
2013-05-02 14,30.227596,1.3032146,82.31707,36.280487
2013-05-02 15,27.738264,1.4906919,86.89024,38.414635
2013-05-02 16,28.093884,1.7376195,103.854095,43.28547
2013-05-02 17,32.361286,1.4872919,86.38211,28.963415
2013-05-02 18,33.25035,2.606429,97.05285,39.32927
2013-05-02 19,39.118065,2.606429,130.0813,43.08108
2013-05-02 20,38.940254,2.606429,106.91773,43.25472
2013-05-02 21,33.072548,2.606429,144.30894,52.43903
2013-05-02 22,28.982931,3.040834,132.62195,55.182926
2013-05-02 23,26.493599,1.7376195,113.31301,61.890244
2013-05-03 00,23.826458,1.7376195,104.46748,44.27162
2013-05-03 01,21.514936,1.7376195,86.89024,42.92469
2013-05-03 02,20.44808,1.520417,74.69512,30.182926
2013-05-03 03,20.981508,1.7376195,68.08943,29.268293
2013-05-03 04,20.803698,1.520417,102.726364,29.268293
2013-05-03 05,32.241432,1.520417,103.39095,43.675083
2013-05-03 06,32.538406,1.4726012,57.92683,23.475607
2013-05-03 07,37.873398,1.7376195,105.15837,27.134146
2013-05-03 08,39.118065,1.5216979,83.84146,35.365852
2013-05-03 09,36.984352,2.1720243,105.481346,34.451218
2013-05-03 10,36.450924,1.7376195,82.8252,35.97561
2013-05-03 11,32.32904,1.7376195,92.98781,32.92683
2013-05-03 12,32.005688,1.7376195,103.150406,42.07317
2013-05-03 13,32.29704,1.7376195,91.46342,41.76829
2013-05-03 14,28.982931,1.7376195,81.808945,39.02439
2013-05-03 15,30.583216,1.7376195,83.84146,34.146343
2013-05-03 16,31.29445,1.7376195,93.49593,42.66873
2013-05-03 17,32.1835,1.7376195,97.560974,33.23171
2013-05-03 18,37.339973,1.7376195,111.78862,32.92683
2013-05-03 19,39.118065,1.7376195,100.60976,48.780487
2013-05-03 20,39.651493,2.3892267,120.93496,39.32927
2013-05-03 21,35.02845,2.1720243,149.39024,52.43903
2013-05-03 22,27.916075,1.954822,147.86586,55.792683
2013-05-03 23,25.96017,1.7376195,122.45935,51.52439
2013-05-04 00,23.64865,1.486076,102.88505,46.036587
2013-05-04 01,32.556797,1.4676546,82.8252,34.451218
2013-05-04 02,21.159317,1.7376195,82.8252,28.658537
2013-05-04 03,20.625889,1.0860121,75.71138,26.219515
2013-05-04 04,20.803698,1.3032146,70.63008,27.134146
2013-05-04 05,22.403982,1.7376195,65.04065,29.573172
2013-05-04 06,23.826458,2.1720243,61.483738,42.763237
2013-05-04 07,25.782362,1.4689672,74.69512,26.524391
2013-05-04 08,32.667236,1.4986677,83.333336,35.060974
2013-05-04 09,38.584637,1.7376195,106.70731,33.23171
2013-05-04 10,40.18492,1.7376195,122.45935,32.92683
2013-05-04 11,40.71835,1.4598954,127.032524,34.756096
2013-05-04 12,40.71835,0.86880976,107.72358,32.317074
2013-05-04 13,32.379955,1.4549351,104.044426,43.216343
2013-05-04 14,37.162163,1.3032146,117.88618,42.07317
2013-05-04 15,34.139404,1.7376195,114.32927,36.280487
2013-05-04 16,32.005688,1.7376195,104.6748,28.963415
2013-05-04 17,32.005688,1.7376195,105.691055,27.743902
2013-05-04 18,37.339973,1.4793111,132.62195,43.443527
2013-05-04 19,40.54054,1.7376195,105.789246,42.378048
2013-05-04 20,39.651493,2.3892267,143.80081,45.42683
2013-05-04 21,35.02845,1.954822,141.7683,52.43903
2013-05-04 22,28.982931,1.7376195,137.70325,43.62133
2013-05-04 23,28.093884,1.7376195,126.01626,54.26829
2013-05-05 00,24.182077,1.7376195,102.64227,43.870533
2013-05-05 01,22.403982,1.7376195,104.32227,43.882305
2013-05-05 02,32.322006,1.7376195,104.003815,43.71532
2013-05-05 03,21.159317,1.7376195,102.699684,29.268293
2013-05-05 04,21.337126,1.7376195,68.597565,27.439024
2013-05-05 05,22.581793,1.7376195,62.5,28.353659
2013-05-05 06,23.826458,1.4957615,45.73171,21.646341
2013-05-05 07,24.182077,1.7376195,101.61046,25.304878
2013-05-05 08,32.201138,1.494558,90.955284,30.487804
2013-05-05 09,39.295876,1.7376195,107.21545,28.658537
2013-05-05 10,40.00711,1.7376195,102.64227,34.756096
2013-05-05 11,39.829304,1.7376195,105.066376,40.243904
2013-05-05 12,39.651493,1.4562491,106.00751,42.07317
2013-05-05 13,36.806545,1.7376195,86.38211,32.92683
2013-05-05 14,29.871977,1.7376195,77.743904,24.695122
2013-05-05 15,28.271692,1.7376195,88.414635,31.09756
2013-05-05 16,28.271692,1.7376195,100.60976,36.890244
2013-05-05 17,32.348343,1.7376195,79.77642,25.609756
2013-05-05 18,36.273117,1.7376195,87.39838,42.837868
2013-05-05 19,39.829304,1.7376195,100.10162,28.353659
2013-05-05 20,42.140823,1.7376195,114.32927,35.67073
2013-05-05 21,32.55875,1.7376195,103.960594,46.646343
2013-05-05 22,32.23394,1.7376195,128.55692,43.94887
2013-05-05 23,27.738264,1.7376195,105.229744,48.780487
2013-05-06 00,23.29303,1.7376195,110.26423,43.51232
2013-05-06 01,21.870554,1.7376195,90.44715,43.15522
2013-05-06 02,20.44808,1.7376195,101.24098,29.573172
2013-05-06 03,32.617817,1.7376195,64.02439,27.134146
2013-05-06 04,32.54526,1.5168471,59.451218,30.182926
2013-05-06 05,22.759602,1.7376195,56.40244,29.573172
2013-05-06 06,26.671408,1.7376195,101.63614,22.560976
2013-05-06 07,38.762447,1.7376195,70.63008,32.92683
2013-05-06 08,40.71835,1.7376195,84.349594,42.65274
2013-05-06 09,38.406826,1.954822,88.414635,30.182926
2013-05-06 10,37.51778,1.4658039,104.921906,30.792683
2013-05-06 11,32.53912,1.954822,88.92277,32.012196
2013-05-06 12,31.65007,1.7376195,85.873985,40.548782
2013-05-06 13,31.116644,1.7376195,104.99909,34.756096
2013-05-06 14,28.80512,1.5183814,58.94309,33.23171
2013-05-06 15,27.560455,1.7376195,81.808945,34.756096
2013-05-06 16,28.271692,1.7376195,94.51219,43.415173
2013-05-06 17,30.227596,1.7376195,80.28455,41.76829
2013-05-06 18,34.85064,1.7376195,95.020325,43.061363
2013-05-06 19,37.873398,1.5316893,122.967476,66.768295
2013-05-06 20,32.61418,1.4768342,142.27643,53.963413
2013-05-06 21,32.37397,2.606429,155.99594,63.109756
2013-05-06 22,27.738264,1.954822,148.37398,59.451218
2013-05-06 23,26.13798,1.7376195,123.47561,55.487804
2013-05-07 00,23.29303,1.7376195,104.35733,47.560974
2013-05-07 01,21.692745,1.7376195,87.39838,36.585365
2013-05-07 02,20.803698,1.7376195,71.138214,32.92683
2013-05-07 03,20.981508,1.7376195,67.07317,31.40244
2013-05-07 04,21.337126,1.7376195,65.04065,32.621952
2013-05-07 05,22.581793,1.7376195,64.532524,32.92683
2013-05-07 06,26.31579,1.7376195,57.418697,43.141872
2013-05-07 07,32.381756,1.5047152,71.138214,32.317074
2013-05-07 08,39.295876,1.4998773,74.18699,35.97561
2013-05-07 09,35.56188,1.4657812,103.038155,35.365852
2013-05-07 10,32.36131,1.7376195,104.60156,39.02439
2013-05-07 11,31.472263,1.7376195,104.78159,41.463413
2013-05-07 12,28.093884,1.3032146,96.03658,35.97561
2013-05-07 13,26.671408,1.954822,80.79269,43.532864
2013-05-07 14,32.214127,2.1720243,76.727646,35.060974
2013-05-07 15,32.330338,2.1720243,73.17073,42.620216
2013-05-07 16,27.738264,2.606429,69.10569,36.890244
2013-05-07 17,28.449503,2.8236315,92.479675,43.728394
2013-05-07 18,34.85064,2.606429,105.691055,43.20336
2013-05-07 19,39.651493,2.3892267,106.59367,45.73171
2013-05-07 20,40.54054,1.4737135,136.17886,51.52439
2013-05-07 21,37.51778,1.5149674,106.75012,59.756096
2013-05-07 22,28.093884,3.040834,143.29268,59.146343
2013-05-07 23,26.493599,1.7376195,100.60976,47.865852
2013-05-08 00,23.64865,1.7376195,84.349594,40.243904
2013-05-08 01,21.870554,1.7376195,78.76016,36.890244
2013-05-08 02,32.571415,1.7376195,67.5813,42.964275
2013-05-08 03,20.981508,1.7376195,65.54878,30.182926
2013-05-08 04,21.514936,1.7376195,66.05691,32.012196
2013-05-08 05,22.759602,1.4907241,65.04065,32.317074
